FBD92702,1000,0.001483
FBD92702,2000,0.001876
FBD92702,3000,0.001828
FBD92702,4000,0.001781
FBD92702,5000,0.002124
FBD92702,6000,0.002297
FBD92702,7000,0.002412
FBD92702,8000,0.001827
FBD92702,9000,0.002282
FBD92702,10000,0.001979
FBD92702,11000,0.002334
FBD92702,12000,0.00187
FBD92702,13000,0.001682
FBD92702,14000,0.002451
FBD92702,15000,0.002325
FBD92702,16000,0.002021
FBD92702,17000,0.002369
FBD92702,18000,0.003292
FBD92702,19000,0.002283
FBD92702,20000,0.002021
FBD92702,21000,0.002349
FBD92702,22000,0.002326
FBD92702,23000,0.002201
FBD92702,24000,0.002377
FBD92702,25000,0.002043
FBD92702,26000,0.00203
FBD92702,27000,0.002706
FBD92702,28000,0.00273
FBD92702,29000,0.003279
FBD92702,30000,0.002183
FBD92702,31000,0.002517
FBD92702,32000,0.002539
FBD92702,33000,0.00215
FBD92702,34000,0.002009
FBD92702,35000,0.002124
FBD92702,36000,0.002706
FBD92702,37000,0.002379
FBD92702,38000,0.002412
FBD92702,39000,0.002599
FBD92702,40000,0.002547
FBD92702,41000,0.002609
FBD92702,42000,0.002506
FBD92702,43000,0.003326
FBD92702,44000,0.002414
FBD92702,45000,0.002192
FBD92702,46000,0.002573
FBD92702,47000,0.002651
FBD92702,48000,0.002522
FBD92702,49000,0.002199
FBD92702,50000,0.003156
FBD92702,51000,0.002504
FBD92702,52000,0.001895
FBD92702,53000,0.002414
FBD92702,54000,0.002561
FBD92702,55000,0.002791
FBD92702,56000,0.002322
FBD92702,57000,0.00248
FBD92702,58000,0.002197
FBD92702,59000,0.003998
FBD92702,60000,0.002494
FBD92702,61000,0.002653
FBD92702,62000,0.002498
FBD92702,63000,0.002443
FBD92702,64000,0.002649
FBD92702,65000,0.002523
FBD92702,66000,0.002549
FBD92702,67000,0.002062
FBD92702,68000,0.002417
FBD92702,69000,0.002173
FBD92702,70000,0.003521
FBD92702,71000,0.002277
FBD92702,72000,0.002441
FBD92702,73000,0.00303
FBD92702,74000,0.002202
FBD92702,75000,0.002241
FBD92702,76000,0.003101
FBD92702,77000,0.002644
FBD92702,78000,0.002639
FBD92702,79000,0.002019
FBD92702,80000,0.001794
FBD92702,81000,0.002584
FBD92702,82000,0.002419
FBD92702,83000,0.002107
FBD92702,84000,0.002498
FBD92702,85000,0.002049
FBD92702,86000,0.002389
FBD92702,87000,0.002527
FBD92702,88000,0.002622
FBD92702,89000,0.002131
FBD92702,90000,0.00236
FBD92702,91000,0.002238
FBD92702,92000,0.002708
FBD92702,93000,0.002565
FBD92702,94000,0.002353
FBD92702,95000,0.002568
FBD92702,96000,0.002402
FBD92702,97000,0.00238
FBD92702,98000,0.002577
FBD92702,99000,0.002625
FBD92702,100000,0.002099
F11E4ED3,1000,0.00244
F11E4ED3,2000,0.001571
F11E4ED3,3000,0.001347
F11E4ED3,4000,0.001626
F11E4ED3,5000,0.001646
F11E4ED3,6000,0.001579
F11E4ED3,7000,0.00206
F11E4ED3,8000,0.001826
F11E4ED3,9000,0.002081
F11E4ED3,10000,0.001713
F11E4ED3,11000,0.001635
F11E4ED3,12000,0.001622
F11E4ED3,13000,0.001896
F11E4ED3,14000,0.001911
F11E4ED3,15000,0.001914
F11E4ED3,16000,0.001726
F11E4ED3,17000,0.001689
F11E4ED3,18000,0.00184
F11E4ED3,19000,0.001683
F11E4ED3,20000,0.001589
F11E4ED3,21000,0.001764
F11E4ED3,22000,0.001613
F11E4ED3,23000,0.001788
F11E4ED3,24000,0.001644
F11E4ED3,25000,0.001515
F11E4ED3,26000,0.001711
F11E4ED3,27000,0.002031
F11E4ED3,28000,0.001781
F11E4ED3,29000,0.002057
F11E4ED3,30000,0.001803
F11E4ED3,31000,0.001777
F11E4ED3,32000,0.001725
F11E4ED3,33000,0.001774
F11E4ED3,34000,0.001915
F11E4ED3,35000,0.001673
F11E4ED3,36000,0.001924
F11E4ED3,37000,0.001662
F11E4ED3,38000,0.001722
F11E4ED3,39000,0.00165
F11E4ED3,40000,0.00247
F11E4ED3,41000,0.00252
F11E4ED3,42000,0.001916
F11E4ED3,43000,0.001795
F11E4ED3,44000,0.001923
F11E4ED3,45000,0.00191
F11E4ED3,46000,0.002232
F11E4ED3,47000,0.003246
F11E4ED3,48000,0.001688
F11E4ED3,49000,0.002251
F11E4ED3,50000,0.002134
F11E4ED3,51000,0.001645
F11E4ED3,52000,0.002386
F11E4ED3,53000,0.001767
F11E4ED3,54000,0.001998
F11E4ED3,55000,0.00205
F11E4ED3,56000,0.003216
F11E4ED3,57000,0.001985
F11E4ED3,58000,0.003303
F11E4ED3,59000,0.001974
F11E4ED3,60000,0.001906
F11E4ED3,61000,0.001915
F11E4ED3,62000,0.002128
F11E4ED3,63000,0.001572
F11E4ED3,64000,0.002067
F11E4ED3,65000,0.002032
F11E4ED3,66000,0.002086
F11E4ED3,67000,0.001905
F11E4ED3,68000,0.001883
F11E4ED3,69000,0.002269
F11E4ED3,70000,0.001834
F11E4ED3,71000,0.001818
F11E4ED3,72000,0.001969
F11E4ED3,73000,0.001603
F11E4ED3,74000,0.002064
F11E4ED3,75000,0.00175
F11E4ED3,76000,0.00174
F11E4ED3,77000,0.001992
F11E4ED3,78000,0.002035
F11E4ED3,79000,0.002333
F11E4ED3,80000,0.002596
F11E4ED3,81000,0.002019
F11E4ED3,82000,0.001898
F11E4ED3,83000,0.00171
F11E4ED3,84000,0.002203
F11E4ED3,85000,0.001991
F11E4ED3,86000,0.001994
F11E4ED3,87000,0.002049
F11E4ED3,88000,0.001829
F11E4ED3,89000,0.001793
F11E4ED3,90000,0.002034
F11E4ED3,91000,0.00201
F11E4ED3,92000,0.002439
F11E4ED3,93000,0.00196
F11E4ED3,94000,0.001616
F11E4ED3,95000,0.001817
F11E4ED3,96000,0.002559
F11E4ED3,97000,0.002059
F11E4ED3,98000,0.002044
F11E4ED3,99000,0.001887
F11E4ED3,100000,0.002064
8F8C0760,1000,0.000955
8F8C0760,2000,0.001133
8F8C0760,3000,0.001284
8F8C0760,4000,0.001324
8F8C0760,5000,0.001572
8F8C0760,6000,0.001335
8F8C0760,7000,0.001394
8F8C0760,8000,0.002072
8F8C0760,9000,0.001523
8F8C0760,10000,0.001387
8F8C0760,11000,0.001387
8F8C0760,12000,0.001401
8F8C0760,13000,0.001456
8F8C0760,14000,0.001597
8F8C0760,15000,0.001498
8F8C0760,16000,0.00158
8F8C0760,17000,0.001365
8F8C0760,18000,0.001568
8F8C0760,19000,0.001394
8F8C0760,20000,0.001458
8F8C0760,21000,0.001488
8F8C0760,22000,0.001529
8F8C0760,23000,0.001714
8F8C0760,24000,0.001412
8F8C0760,25000,0.001624
8F8C0760,26000,0.001723
8F8C0760,27000,0.001979
8F8C0760,28000,0.001805
8F8C0760,29000,0.001483
8F8C0760,30000,0.001985
8F8C0760,31000,0.003981
8F8C0760,32000,0.001919
8F8C0760,33000,0.001675
8F8C0760,34000,0.001564
8F8C0760,35000,0.003288
8F8C0760,36000,0.002056
8F8C0760,37000,0.001318
8F8C0760,38000,0.001689
8F8C0760,39000,0.002042
8F8C0760,40000,0.001267
8F8C0760,41000,0.001812
8F8C0760,42000,0.0018
8F8C0760,43000,0.001918
8F8C0760,44000,0.001852
